Serial_no,Group_id,source doc_code,acquirer_name,acquirer_ISIN code,acquirer_GV key,acquirer_country,ticker_symbol_acquirer,PERMNO,date_of_press_report,target_firm_name,target_firm_country,Heading,Text
172,113,AIU150,SingTel,SG1T75931496,208095,Singapore,Z74,#N/A,20-09-2012,Pixable,USA,,"SingTel, said on Thursday it had agreed to take over US photos prioritisation smartphone application developer Pixable Inc for USD26.5m(EUR20.4m). The buyer commented that by utilising Pixable and other rich technology platforms obtained via recent investments the company will be able to provide enhanced content and connections to its clients. Allen Lew, chief executive officer Group Digital L!fe at SingTel, said that the company seeks to develop novel mobile services. Lew commented that the use of photo sharing is becoming more popular and that clients want service providers to assist them to organise and prioritise their content and contacts. As part of the agreement, which is pending certain conditions and third party contractual consents, Pixable’sstaff will join SingTel.Pixable’s application prioritises photos on social networks for consumers. The firm’s service utilises artificial intelligence and predictive analytics to analyse users’ interactions and consumption habits to prioritise photos from relatives and close friends. To date, over four million users have installed the company’s mobile photo inbox solution. Pixable’s chief executive Inaki Berenguer said that the firm will be able to broaden its reach into emerging markets thanks to SingTel’s size and global footprint"
173,114,AIU151,Skyworks Solutions Inc.,US83088M1027,1327,USA,SWKS,45911,13-05-2019,Avnera Corp.,USA,," Woburn, Mass.-based Skyworks Solutions Inc., which has executive operations in Irvine, added 37employees, up 9% to 444. In August, the company completed a $405 million takeover of analog chip systems maker Avnera Corp., boosting wireless connectivity offerings with ultra-low power analog circuits that enables mart devices. The buy also boosts Skyworks' presence in the artificial intelligence, Internet of Things, enterprise and auto sectors, the company said.More growth could be on the way locally. Skyworks has leased another building running 91,000 square feet next to its existing Irvine offices. The space is large enough to hold several hundred more workers"
174,115,AIU152,Sonasoft Corp.,,,USA,OTCQB: SSFT,#N/A,20-08-2019,Predikly,USA,," Sonasoft Corp., a leader in innovative artificial intelligence (AI) and data management solutions, and Predikly, a Silicon Valley-based data innovation and robotic process automation (RPA)company, today announced a wide-ranging partnership to drive convergence of two of the most significant new technologies affecting markets today, AI and RPA. A key outcome of the partnership will be the acceleration of intelligent process automation (IPA) technologies and solutions that McKinsey & Company has identified as one of the approaches and capabilities that will drive ""the next-generation operating model for the digital world.""Through the partnership, Predikly will leverage the unique cognitive intelligence capabilities of Sonasoft'sNuGene AI platform to both add cognitive intelligence to Predikly's existing RPA bots, and create entirely new intelligent process automation (IPA) bots, a new generation of software robots that can perform both cognitive and rule-based tasks. Predikly will also license Sonasoft's NuGene AI platform to power Predikly's AI cloud. Predikly is an innovative solution provider in the RPA space that builds custom AI-enabled RPA solutions for improving efficiency for its enterprise customers. Predikly is an authorized partner with the leading RPA platform, Automation Anywhere (AA). In addition to making significant contributions to AutomationAnywhere's Bot Store, Predikly established a Center of Excellence (CoE) to further advance best practices,training, and reach in RPA. Sonasoft is an artificial intelligence (AI) company that empowers enterprises to transform their data into AI-enhanced insights and solutions. Sonasoft offers both a cloud-based AI platform, NuGene, as well as a full spectrum of consulting services to accelerate the adoption to its AI solutions. Sunil S Ranka, Founder of Predikly, said, ""This partnership will help fill the gap between RPA and AI, which will allow existing RPA customers to convert to IPA with minimal investment. The partnership with Sonasoftwill also enable us to provide Predikly Cloud, a world-class, cloud-based, AI solution to our customers, expanding both our revenue opportunity and our value proposition with them.""Intelligent process automation (IPA) is the next big technology trend as well as a logical extension to the RPA Industry,"" said Frank Velasquez, CEO of Sonasoft. ""As the RPA market evolves to AI-powered intelligent process automation solutions, this partnership will put Sonasoft in a strong position to accelerate revenue growth in key enterprise segments such as insurance and healthcare."""
175,115,AIU153,Sonasoft Corp.,US8354131059,#REF!,USA,OTCQB: SSFT,#N/A,08-10-2019,"OPtimAIze, Inc.",USA,," Sonasoft Corp., a leader in innovative artificial intelligence (AI) and data management solutions, today announced that it has completed the acquisition of OPtimAIze, Inc., an Artificial Intelligence software company that focuses on AI solutions for software product engineering teams. Sonasoft now has the solution to establish itself as a leading provider of AI for software product development. According to the analysts at Statista the enterprise software market alone had a global market size of over$457 billion in 2019. IDC also forecasted that worldwide spending on artificial intelligence (AI) will reach $776billion by 2022. Sonasoft is well-positioned to gain significant market share in a large existing market that is poised to accelerate with an anticipated adoption of AI. The Company also intends to integrate OPtimAIze'splatform into Sonasoft's existing AI platform, NuGene.OPtimAIze's AI platform has unique capabilities that automatically identify and manage risk associated with developing and releasing software updates to an existing software product or platform. Sometimes these updates adversely impact the product's functionality, which in turn negatively impact customer satisfaction and brand reputation. Managing these risks and determining how these updates interact with the product as a whole is a big challenge. Most software development teams are limited to narrow knowledge domains that can miss compatibility problems that can negatively affect users. To counter these challenges, OPtimAIze developed an AI platform that has an exclusive data-driven process that automatically identifies and predicts the risk of compatibility conflicts early in the software development process. As a result, software engineering teams can be confident that their final releases and fixes will function as intended.""To advance our AI platform to specifically hone in on solutions for software product development, capitalizes on a significant emerging market opportunity,"" said Vikas Agrawal, Sonasoft's Chief Innovation Officer and founder of OPtimAIze. ""Through our AI-enhanced automation, we can now solve a problem that regularly tests the trust and confidence of information technology users with their technology providers. Our AI platform is built on the latest artificial intelligence (AI) and machine learning (ML) technologies, which provide unprecedented visibility into potential compatibility problems of a software release well before it goes live.This is an area where AI will favorably impact the experience of virtually all technology users while reducing the software industry's direct and indirect costs of maintaining their products. In the last six months, we've come a long way since our initial efforts to develop AI solutions for IT infrastructure and operations to expand into the field of AI for software development. ""Sonasoft has now acquired three AI companies this year with the acquisition of OPtimAIze, well ahead of even our most optimistic expansion scenario,"" said Frank Velasquez, CEO of Sonasoft. ""Those who have ever updated their software and found that key components were no longer working properly, understand the value proposition that our new technology will bring. As software becomes more complex and cybersecurity risks are ever-increasing, the software industry needs to take more proactive software update quality assurance measures to maintain functionality, security, and customer satisfaction. Through this acquisition ,Sonasoft is poised to be a leading provider of the solutions that enable them to do that."""
176,116,AIU154,Sony Network Communications,,,USA,TSE:6758,#N/A,12-07-2019,Taboola,USA,,"Taboola, the world's leading discovery platform, announced a strategic partnership with Sony NetworkCommunications, a group company of Sony Corporation. Under the partnership, Sony NetworkCommunications will integrate Taboola News into Sony News Suite services to bring a personalized editorial experience to their broad consumer base. The goal of the partnership is to enable Sony to bring personalized and relevant content from Taboola's global network of premium publishers to News Suite services.In addition to increasing user engagement, Taboola News creates a new revenue stream for Sony NetworkCommunications and provides Taboola's publisher partners with a new audience growth engine, all while supporting quality journalism. Sony Network Communications will integrate the Taboola News feed directly on the News Suite, surfacing relevant, personalized news and content from its network of premium publishers.Mobile carriers and mobile device manufacturers are utilizing Taboola News to surface content directly into their devices and news apps from the nearly 50 markets around the world where Taboola operates. Taboolais able to leverage its AI-driven personalization engine to showcase content users are most likely to be interested in consuming next.Through the partnership, Sony Network Communications and Taboola will enable premium publishers to share curated content in an immersive news reading experience with millions of people and diversify their dependency on traffic sources. For brands, Taboola provides the unprecedented opportunity to be recommended side by side to some of the most innovative journalistic publishers reaching larger audiences without the ties of walled gardens.""Taboola's advanced deep learning technology and in-depth knowledge of users' preferences makes them the perfect innovation partner for Sony News Suite. Their discovery platform allows us to provide our mobile users across 200 countries and territories as a way to discover new and exciting content fully integrated with our Android mobile experience,"" said Makoto Ishii, General Manager at Sony Network Communications.""We're thrilled to be teaming up with Taboola to deliver dynamic new content to our readers. ""Our focus over the next 10 years is to help bring quality journalism and news to all devices, and drive hundreds of millions of people back to the open web. Mobile usage, in particular, is increasing with today's users checking their mobile phones nearly 100 times a day,"" said Adam Singolda, CEO and Founder, Taboola. With smartphones becoming increasingly prominent in day-to-day experiences from browsing to shopping, Taboola brings readers back to the open web strengthening today's publishers by granting them direct access to their audiences, in the same way SEO did over the last 20 years. There is a massive opportunity for premium publishers, advertisers and smartphone manufacturers alike to engage with these audiences in a way that is deeply personal and creates long-term digital relationships that are based on value and trust. We are honored to collaborate on the journey with Sony Network Communications, and power those 'moments of next' where users are open to discover things they may like and never knew existed.""About Taboola Taboola enables over 1.4B people to discover what's interesting and new at the moments they're most ready to explore. Powered by Deep Learning, AI, and a large dataset, Taboola's discovery platform creates new monetization, audience and engagement opportunities for digital properties, including publishers, mobile carriers and handset manufacturers. Advertisers use Taboola to reach their target audience when they're most receptive to new messages, products and services"
177,117,AIU155,Sotheby's,US8358981079,14412,USA,BID,75316,29-01-2018,Thread Genius,USA,," Sotheby's has acquired image recognition start-up Thread Genius to enhance artificial intelligence, software development, machine learning, blockchain, data and analytics capabilities, the company said. Terms of the deal were not disclosed.The acquisition ofThread Geniusis a continuation of Sotheby's focus on data and technology to drive innovation and improve both internal processes and client service and experience. Sotheby's said the acquisition of thread Genius advances initiatives related to the strategic capture and use of data to improve internal processes and provide a wider range of services to clients.The company presents auctions in 10 different salesrooms, including new York,London, Hong KongandParis,and Sotheby's BidNow programme allows visitors to view all auctions live online and place bids from anywhere in the world. Thread Genius, a startup specialising in taste-based image recognition and recommendation technologies. Thread Genius was founded in 2015 and specialises in providing e-commerce businesses with artificial intelligence that understands taste based on visual recognition"
178,118,AIU156,"Sourcefire, Inc.",US17275R1023,20779,USA,CSCO,76076,22-01-2011,Immunet,USA,,"Sourcefire, Inc. (Nasdaq: FIRE), the creator of Snort(R) and a leader in intelligent cybersecurity solutions, announced the acquisition of Immunet, a leading provider of advanced cloud-based anti-malware technologies. The acquisition expands Sourcefire's security solutions portfolio -adding an advanced cloud platform for delivery of malware protection - and extending the company's real-time detection and prevention leadership to the cloud. Immunet combines the collective intelligence of a growing user community, the speed of cloud computing, advanced data mining, and machine learning technologies to provide a groundbreaking approach to cybersecurity. This acquisition immediately enables Sourcefire to provide endpoint protection from client-side attacks and Advanced Persistent Threats (APT). The cloud-based platform also enables innovative approaches to reputation services, data loss prevention and forensics. Combined with Sourcefire's next generation network intrusion prevention system (IPS), customers get the most comprehensive protection against today's threats from cloud to core. ""Immunet is a disruptive innovator in delivering cloud-based security solutions with over 750,000 users in 192countries,"" said John Burris, CEO of Sourcefire. ""This acquisition enables Sourcefire to accelerate our cloud initiatives and provides significant value to customers by protecting them against advanced client-side attacks. Immunet's technologies build upon Sourcefire's reputation for providing customers with innovative solutions that protect them from the latest threats.""Sourcefire will retain all fulltime Immunet personnel, including founders Oliver Friedrichs, Alfred Huger and Adam O'Donnell. Immunet employees will join Sourcefire within the Office of the CTO.""Sourcefire is the perfect company to accelerate Immunet's path to market,"" said Oliver Friedrichs, ImmunetFounder and CEO. ""Sourcefire secures organizations and individuals worldwide with advanced network security technology. Adding an internet-scale, advanced cloud platform catapults Sourcefire into a leadership position in endpoint protection as well."""
179,119,AIU157,Spectral Capital Corporation,US84757R1095,#REF!,USA,FCCN.QB,#N/A,21-12-2013,Monitr,USA,,"Spectral Capital Corporation, announced it has completed the transaction to acquire majority control of Monitr, which includes all intellectual property and assets that the company has and will develop. Monitr is Spectral's third acquisition in nine months. Monitr has been developing its technology for a number of years that integrates semantic processing, data analytics, real time search and machine learning into one platform. The platform will also have a social media component. Through the complex network of algorithms and coding, Monitr's technology will seamlessly combine these very specialized systems to create an experience superior to current products on the market. The initial product will be marketed to the financial industry and is expected to launch in 2014. The premise of Monitr's product development is not to change people's behavior in how they gather their financial information and knowledge, but to enhance and add value to the information they are viewing. As people use Monitr, they will be given added layers of knowledge and insight through its use of semantics, data analysis, real time data delivery and personalized learning technology. Additionally, users will be able to share information with other Monitr users. Monitr will become an essential tool for those who have personal or professional interests in stock portfolio analysis, who want to research possible investment opportunities, to learn in depth competitive analysis and trends, and see breaking stories as they are emerging in real time. Additionally, with its social component, Monitr users will be able to share information with other people who have the same interests. We are very pleased to have Monitr as a part of the growing list of specialized technology companies under the Spectral flag. The idea behind this technology is incredibly complex; however, we are very confident in the ability of the team to deliver. The diversity of knowledge and successful track record of the development team will bring this creative endeavor to life. We are looking forward to a long and successful relationship with Monitr', said Jenifer Osterwalder, Spectral CEO."
180,120,AIU158,Sprylogics International Corp.,,,Canada,TSXV: SPY,#N/A,26-11-2014,iHeartMedia,USA,,"Sprylogics International Corp., a technology provider of local mobile search, semantic search and messaging solutions for consumers and businesses, announced today a partnership with iHeartMedia, the leading media company in America with a greater reach in the U.S. than any other radio or television outlet, to launchSprylogic's ground-breaking new app, Breaking Sports, through iHeartMedia's FOX Sports Radio Network. As part of the agreement, Breaking Sports will be integrated within FOX Sports Radio's leading lineup of 24/7programming, which reaches nearly five million weekly listeners on more than 400 radio stations nationwide. Throughout the day ""Trending Now"" sports updates presented by Breaking Sports will be delivered during popular programs including The Dan Patrick Show, The Rich Eisen Show, Jay Mohr Sports, Steve GormanSports! and J.T. The Brick, keeping sports listeners up to date on the latest news and information. Breaking Sports tracks social media in real-time for significant sports information and events and distributes summarized information through real-time push notifications to consumers. By utilizing advanced artificial intelligence techniques, Breaking Sports can detect events as they happen and as they are announced in social media, determine nature of the events, attribute events to participants, summarize source articles, index the underlying information, provide search of events and articles and send alerts to fantasy players, sport fans and enthusiasts. Compared to other similar products, Breaking Sports has the differentiated advantage of not requiring human intervention when detecting and generating alerts, thereby enabling faster delivery of relevant information. Through a simple-to-use interface Breaking Sports users specify what teams and players they are interested in as well as what type of events they care about such as injuries, roster moves, line-up changes, statistics, rumours and more. In addition to tracking social media, Breaking Sports analyzes statistical and play-by-play information to auto-generate news, updating users on important facts that might not be covered through traditional sports or social media. Users are able to review news in a familiar feed/stream interface and search results, both of which are ideally suited for monetization through native advertising.""We are very pleased to roll out our Breaking Sports app and showcase our semantic search capabilities to millions of sports fans through iHeartMedia's FOX Sports Radio properties,"" said Marvin Igelman, CEO ofSprylogics. ""Breaking Sports will power the ""Trending Now"" segments, helping deliver relevant and timely sports news to listeners,"" added Igelman. ""We are excited to partner with Sprylogics to help connect sports fans with this innovative app,"" said Darren Davis, President of iHeartRadio and iHeartMedia Networks. ""In the ever-changing sports world, fans can't get enough information about their favourite players and teams, and we believe this app will provide FOX SportsRadio's loyal audience with additional access to the content they're passionate about."""
181,121,AIU158,Sysorex,US87185L1070,#REF!,USA,SYRX,#N/A,23-05-2015,LightMiner Systems,USA,,"Bigdata software solutions and infrastructure provider Sysorex announced it has completed the acquisition of substantially all the assets of LightMiner Systems, including all intellectual property related to its high-speed database management system. Sysorex purchased the big data analytics software platform and the two pending patent applications relating to it for approximately $3.78 million payable in Sysorex common stock to be issued one year from the closing date with the number of shares calculated based on a trailing 20-day volume weighted daily average price with a $2.00 minimum floor. In addition LightMinerSystems founder Chris Baskett will join Sysorex as Vice President of Engineering reporting to Sysorex CTOCraig Harper.""In today's highly competitive, data-driven environment, organizations need the ability to manage rapidly growing volumes of information faster and with more flexibility,"" said Nadir Ali, CEO of Sysorex. ""We believeLightMiner Systems' unique high speed database technology could enable Sysorex to leap to the forefront of an industry-wide race to manage and analyze massive amounts of data in near-real time on premise or in the cloud.""The assets acquired from LightMiner Systems include an in-memory, real-time, data analysis system designed to perform very large, highly complex and extremely difficult calculations using off-the-shelf hardware and memory. It supports both traditional SQL-based business intelligence and analytics applications as well as a host of integrated statistical, machine learning and artificial intelligence algorithms allowing it to provide supercomputer-like performance at commodity prices.""We expect LightMiner's performance-to-cost ratio will allow Sysorex to take the sort of high end big data analytics that only the largest of enterprises can currently afford, and deliver it to thousands of mid-market and smaller enterprises that haven't yet been able to take advantage of the big data revolution,"" Ali said."
183,123,AIU159,Tech Data,,,USA,TECD,10182,27-05-2019,Deep Instinct,USA,," Tech Data announced it has partnered with Deep Instinct, the first company to apply an end-to-end, deep learning framework purpose-built for cybersecurity. The deep learning cybersecurity platform provides enhanced protection by accurately predicting harmful known and unknown cyberattacks, terminating execution and preventing any possible damage. Through this partnership, Tech Data will offer Deep Instinct'sproduct line to customers in the U.S., Canada and Latin America.""We believe artificial-intelligence (AI)-based deep learning tools are the next wave in advanced cyber protection,"" said Alex Ryals, vice president of security solutions, Americas, at Tech Data. ""Because these tools are autonomous and constantly learning, not only do they require fewer updates - but, unlike typical machine learning tools, they also require no additional human intervention and feature engineering, which helps lower support and management costs. Providing options like Deep Instinct to our customers allows them to be on the cutting edge of security, while enabling them to concentrate on growing their businesses.""Deep learning methods are based on the layers used in artificial neural networks and are modeled after how the human brain learns. Deep Instinct's deep neural network learns to predict and prevent all types of cyber threats, both file-based and file-less, and its prediction capabilities become instinctive. As a result, both known and first-seen malware and advanced persistent threat (APT) attacks are predicted and prevented in zero time. The deep-learning-based model also achieves a much higher detection rate and lower false positive rate for new files, when compared with the best machine learning solutions available. Deep Instinct is delivered with unmatched accuracy and speed anywhere in an enterprise ecosystem, leveraging the power of deep learning's predictive capabilities to offer multi-layer protection across all endpoints, servers, mobile devices and operating systems (Windows, macOS, Android and ChromeOS). According to tests conducted by SE Labs, Deep Instinct had a 100 percent prevention and interception rate when a new virus or malware code was released, without interfering with system performance.""Deep Instinct prevents cyber threats that others can't find, and our deep-learning-based solutions are the only way security teams can prepare for both known and unknown cyber threats,"" said Guy Caspi, CEO, at Deep Instinct. ""As we embark on new routes to our market through this partnership, we trust Tech Data'sknowledge and ability to expand the reach of our offerings to security teams across the globe.""Deep Instinct works with currently deployed products without interruption and is self-contained on endpoints so that it doesn't need a network connection or human intervention to work. The solution also comes with a dashboard that allows technical teams to review and manage forensic events that have been prevented.""We are excited by the prospect of Tech Data bringing AI-based deep learning tools to support security,"" said Yuda Saydun, president of CyVent, an AI-driven solution provider and Tech Data channel partner. ""Our customers are always looking for the best, most advanced solutions to support their security needs and based on what we have seen from Deep Instinct, our customers are going to appreciate the value this solution will bring to their organizations."
184,124,AIU160,Tegal Corporation,,#N/A,USA,TGAL,#N/A,16-07-2012,"CollabRx, Inc.",USA,,"Tegal Corporation  today announced the closing of a transaction to acquire CollabRx, Inc., a privately held technology company in the rapidly growing market of interpretive content and data analytics for genomics-based medicine. Tegal will issue 236,433 shares of common stock, representing 14% of Tegal's total shares outstanding prior to the closing, to former CollabRx stockholders in exchange for 100% of the capital stock of CollabRx, Inc. Tegal and certain former CollabRx stockholders entered into a Stockholders Agreement providing for, among other things, registration rights, transfer restrictions and voting and standstill agreements. Tegal also assumed $500,000 of existing CollabRx indebtedness through the issuance of 5-year promissory notes in substitution for outstanding notes previously issued by CollabRx.The Chief Executive Officers of the two constituent companies, Thomas Mika of Tegal and James Karis ofCollabRx, plan to serve as co-CEOs of the combined, publicly traded company, with headquarters in SanFrancisco, CA. In connection with the closing, Mr. Karis was also appointed to Tegal's Board of Directors. Tegal will continue to operate under its current name and ticker symbol for the time being, but plans to seek stockholder approval at its upcoming annual meeting in September 2012 for an amendment to its Certificate of Incorporation, changing its corporate name to CollabRx, Inc. Tegal previously announced that, in connection with the transaction, it would grant a total of 368,417restricted stock units (RSUs) and options as inducement grants to newly hired management and employees, all subject to four-year vesting and other restrictions. Mr. Karis' inducement award consists of RSUs covering239,417 shares of common stock. 23,921 of the RSUs vested immediately upon grant, 17,970 additional RSUs will vest on each 9-month anniversary and 12-month anniversary of the closing and 14,963 RSUs will vest each quarter thereafter, in each case subject to Mr. Karis' continued status as a service provider on each applicable vesting date. Notwithstanding the foregoing, if Mr. Karis' employment with Tegal is terminated by Tegal other than for ""cause"" or by Mr. Karis for ""good reason"" (each as defined in Mr. Karis' EmploymentAgreement with Tegal) on or after the second anniversary of the closing, 29,926 additional RSUs will immediately vest. Furthermore, if Mr. Karis' employment with Tegal is terminated by Tegal other than for cause or by Mr. Karis for good reason within 3 months before or 12 months after a ""change of control"" , all of the RSUs will immediately vest. In addition, Tegal granted non-qualified stock options to purchase an aggregate of 129,000 shares of common stock to seven additional former employees of CollabRx joining Tegal in connection with the transaction. The options have a term of 10 years and an exercise price of $3.94 per share, which was the closing price of Tegal'scommon stock on the Nasdaq Capital Market on July 12, 2012. 10% of the options vested immediately upon grant, 15% of the options will vest on the first anniversary of the closing and 1/48 of the options will vest on the last day of each month thereafter, in each case subject to the applicable employee's continued status as a service provider on each applicable vesting date. The inducement grants were approved by a majority of Tegal's independent directors in accordance with Nasdaq Listing Rule 5635(c)(4).CollabRx offers cloud-based expert systems that provide clinically relevant interpretive knowledge to institutions, physicians, researchers and patients for genomics-based medicine in cancer and other diseases to inform health care decision making. With access to approximately 50 clinical and scientific advisors at leading academic institutions and a suite of tools and processes that combine artificial intelligence-based analytics with proprietary interpretive content, the company is well positioned to participate in the $300 billion Page 2 of 2© 2019 Factiva, Inc. All rights reserved.value-added ""big data"" opportunity in the U.S. health care market (as reported by McKinsey Global Institute), over half of which specifically targets areas in cancer and cancer genomics. CollabRx Therapy Finders(TM) are web-based apps that serve as one type of user interface to access proprietary CollabRx content. CollabRx content is dynamically updated and organized in a knowledge base that includes information on molecular diagnostics, medical tests, clinical trials, drugs, biologics and other information relevant for cancer treatment planning. Capturing how highly respected practicing physicians use this information in the clinical setting further refines the knowledgebase."
185,125,AIU161,Textron Systems,US8832031012,10519,USA,TXT,23579,19-07-2010,Crane Wireless Monitoring Solutions,USA,," Textron Systems, a Textron Inc. company, announced that it has acquired Crane Wireless Monitoring Solutions (WMS), a Crane Co. business. WMS is a leading provider of wireless sensor networks for force protection, border and base security applications, servicing theU.S. Military as well as homeland security and commercial customers. Details of the acquisition were not disclosed. Noted for its MicroObserver(R) unattended ground sensor (UGS) system, VantedgePoint(R) RemoteMonitoring System, and its work for the U.S. Army, U.S. Air National Guard, U.S. Department of Energy and other customers, WMS will become part of Textron Defense Systems, an operating unit of Textron Systems. The Richardson, Texas-based team of approximately 25 people will be an operation within Textron DefenseSystems' Intelligence, Surveillance and Reconnaissance (ISR) business line.""Since 2000, WMS has developed, tested and delivered impressive sensors that communicate reliably over self-forming and self-healing radio networks. Their extensive radio communications, wireless systems and signal processing expertise complement our ISR products, including our Urban and Tactical UnattendedGround Sensors,"" stated Mark Catizone, senior vice president and general manager of Textron DefenseSystems. ""We see a growing market for networked sensors and believe the addition of WMS extends our portfolio of offerings."" About Textron Defense Systems Textron Defense Systems employs advanced technology and industry expertise to develop and manufacture innovative product solutions including air-and ground-based smart weapons; directed energy weapons; intelligence, surveillance and reconnaissance, or ISR, systems; and protection systems. Its distinctive solutions for U.S. and allied militaries, aerospace and homeland security communities provide precision effects, intelligence-gathering capabilities and force protection."
186,126,AIU162,The Hartford,,,USA,HIG,82775,06-08-2019,Cape Analytics,USA,,"Today, Cape Analytics is announcing that The Hartford, a leading national property and casualty insurer, has partnered with Cape Analytics to obtain comprehensive, predictive and accurate artificial intelligence(AI)-based property information for use at time of quote and renewal. Cape Analytics' imagery and AI-based solution will help supplement The Hartford's home inspections, providing the company with new insights about the properties it insures.""We continue to invest in technology that helps streamline our processes and improve our customer service, ""said Ben Rhodes, head of homeowner's product at The Hartford. ""The modern capabilities and data provided by Cape Analytics helps provide additional insights about a home, such as roof condition, shape and material, which helps enhance the evaluation of the risks we insure.""Cape Analytics' property intelligence solution is derived by applying cutting-edge computer vision and machine learning algorithms to geospatial imagery. It is the only solution available that offers comprehensive and accurate intelligence at time of quote, with the speed and breadth necessary to fundamentally improve underwriting processes. This includes a targeted selection of rigorously developed property attributes and loss-predictive signals such as Roof Condition Rating. These innovations are possible due to Cape Analytics'global team of computer vision and data science PhDs, paired with insurance and risk analysis experts.""The Hartford has been a tremendous partner for us as they lean into the use of our innovative data sources, ""said Ryan Kottenstette, CEO at Cape Analytics. ""We look forward to deepening our relationship with TheHartford's outstanding team as we continue to work hand-in-hand on extending our real-time intelligence solutions.""In 2018, The Hartford invested Series B funding to help Cape Analytics expand its sales and AI-centric product development teams"
187,127,AIU163,Thomson Reuters,,,Canada,TRI,89444,01-12-2015,Akerman,USA,,"Akerman LLP, a top 100 U.S. law firm serving clients across the Americas, today announced the advent of the Akerman Data Law Center, a dynamic, technology-driven, data privacy and security law service offering developed in collaboration with Thomson Reuters Legal ManagedServices.The Akerman Data Law Center will provide tailored research, multi-jurisdictional surveys and regulatory gap analyses in a wide array of data and privacy risk areas empowering clients to quickly and cost-effectively understand and handle routine compliance matters while mitigating risks before they become crises. WithAkerman's multi-disciplinary team of regulatory compliance and data law lawyers within reach, the firm can also provide legal interpretation and day-to-day counseling specifically tailored to each client's distinctive situation and needs.""We recognize that in most areas of data law today, such as privacy, security and records retention, the number of relevant laws and regulations is too vast and fast-growing for most individual clients to cost-effectively maintain,"" said Martin Tully, co-chair of Akerman's Data Law Practice. ""The Akerman DataLaw Center enables our clients to keep pace with business-critical data laws by extending their in-house capabilities and improving business efficiency.""Akerman also is partnering with Neota Logic. The Akerman Data Law Center will utilize Neota Logic'sadvanced expert system technology platform, a form of artificial intelligence, to interpret and operationalize the legal knowledge and guide clients to counsel where counsel is needed. By combining rules, reasoning, decision management and document automation, Neota Logic applications set a new standard in delivering business solutions. The Akerman Data Law Center features:-- Web-based legal knowledge platform-- Custom global research into statutes, rules and regulations in complex areas of law that govern and impact highly regulated enterprises developed by Akerman leveraging Thomson Reuters professionals-- Highly efficient solution for data law compliance that can reduce legal fees by more than 80 percent as compared with traditional hourly rate services-- Timely analysis of state, federal and multi-jurisdictional data and privacy risk areas-- Monthly subscription fee with budget certainty for ongoing legal and compliance research and monitoring Page 2 of 3© 2019 Factiva, Inc. All rights reserved.-- Integrative ""expert systems"" technology from Neota provides intuitive interface for navigating complex rule sets contained in data laws andregulationsAkerman is the first law firm to collaborate on the creation of a dedicated data law service offering with Thomson Reuters Legal Managed Services, the worldwide leader in managed services solutions for risk, compliance and legal professionals. The Akerman Data Law Center combines what law firms do best --high-value analysis and legal advice -- with what Thomson Reuters Legal Managed Services does best --execute a methodical and well-documented approach to research and regulatory change management by leveraging the right mix of professionals and business processes. Akerman chose to collaborate with Thomson Reuters Legal Managed Services because of its deep experience helping Fortune 500 clients achieve their risk management goals and protect their brands. Leveraging the expertise of Thomson Reutersprofessionals allows Akerman to offer the most comprehensive program possible.""We work with many leading corporations that are struggling to keep abreast of the changes in the regulatory environment and we're delighted to work with Akerman on this innovative offering,"" said Greg McPolin, COO of Thomson Reuters Legal Managed Services. ""A commitment to innovation as well as quality and service are a shared mission for both Thomson Reuters and Akerman. This collaboration exemplifies the future of legal and compliance services.""""The Akerman Data Law Center is an opportunity to re engineer how legal services are delivered. Artificial intelligence and other non-traditional methods of delivering legal services are too often viewed as threats to the traditional law firm model. At Akerman, we see them as opportunities for our clients,"" said Jeff Sharer, co-chair of Akerman's Data Law Practice. ""If we can achieve a better result by partnering with another industry expert, the right answer is to partner. If we can automate a routine decision or document, the right answer is to automate. Client needs and client influence are guiding the development of the Akerman DataLaw Center.""The proliferation of data privacy and security laws across the U.S. continues to accelerate in step with the increasing volume and mobility of corporate data and threats of data breaches. Enterprises and their compliance practices also are increasingly scrutinized by regulators and other watchdog groups. This can quickly spiral into costly and reputation-damaging government enforcement actions and litigation exposure. In addition to providing services to mitigate the inherent risks embedded in swelling corporate data, Akermanhas significant experience helping clients resolve the myriad issues that arise when controls fail and data is compromised, including incident response and resulting litigation, investigations and other proceedings.The Akerman Data Law Center is the firm's latest advancement in a continuum of innovation that has intensified over the past decade. Akerman is known for launching the first law firm R&D Council, a collaborative venture with clients to overcome future barriers to innovation and growth. The firm most recently premiered Akerman Bench, a mock oral argument product featuring one of the largest teams of former appellate judges assembled in-house by an Am Law 100 law firm. The launch of the Akerman Data LawCenter is expected to accelerate the development of new legal technology offerings by other law firms."
